index,start_time,end_time,duration,avr_rms_entire,avr_rms,mean,median,std,median_interclap_interval
005093c6-7880-8728-1256-26822f05cfb0,00:00:08.000000,00:01:54.260000,106.26,3.0660462091522884,17.817920061400713,14.904828763137687,10.926872729070077,11.216030832086439,0.34
01393de0-e72e-5e80-f06f-8fdb5d0080cb,00:00:07.200000,00:01:59.760000,112.56,3.139050108231754,19.699190892911886,17.659386437132145,16.135830656727926,10.021511982185297,0.36
01d00c32-d4dc-8ce6-353c-43143401adf3,00:00:08.900000,00:01:50.620000,101.72,2.9004413482028433,28.522850352375393,22.33908407138009,14.401702777897244,18.55364981347739,0.34
03fcbb15-14c6-b806-80b8-e2c161654dd6,,,,2.0422560144615987,,,,,
04e20480-91d3-cd85-3470-8656b157978f,00:00:08.780000,00:01:51.120000,102.34,2.150436065325608,12.986847963355633,11.84690588211405,10.691746198068435,8.492826724671017,0.32
053bd8a0-2ed7-46e9-c088-8eaea2448192,00:00:07.580000,00:01:54.360000,106.78,1.9030792471733,20.65922986467682,17.129962733462932,13.32929443008781,12.165371045807824,0.36
0ab9bf2b-a0c7-f823-0fde-6295eedb207e,00:00:07.900000,00:02:00.420000,112.52,3.290343737780319,13.8761519653745,12.570071592090919,10.454489608922106,8.422762046295936,0.34
195bb6e0-55ec-d521-d69e-7bfa7cf86b9a,00:00:08.080000,00:01:27.780000,79.7,2.0508833518402416,22.94482746674868,20.789702375366133,14.178175251774222,18.204498582921087,0.36
1a9a903b-9524-f8c2-a943-81a108880e46,00:00:06.720000,00:01:46.640000,99.92,2.4389037173914216,18.509453038051916,16.05017470222376,12.77111382319599,10.102177571390708,0.36
1f6cba0e-36f5-b0c4-8117-00e1608ad7c3,00:01:11.380000,00:01:40.360000,28.98,2.4134718671225213,37.71792633497839,23.73454524337837,2.1431503666856404,79.38916680825544,1.02
20395f60-420d-ad45-5d8e-11674c5d174c,00:00:07.180000,00:01:46.780000,99.6,2.1275937158314275,9.442231230594787,8.840303060338085,7.252178916837798,7.019156720361963,0.34
21a7c459-6987-302c-0945-5e6d691a6bb9,00:00:07.420000,00:00:45.220000,37.8,2.3925188801606034,16.595215483381953,13.431701341026981,10.144692102010945,20.010556755354127,0.42
24ae5e42-8442-d093-94b9-7ed4f9daf5dd,00:00:07.440000,00:01:50.840000,103.4,2.1654469208418647,22.681803989173513,20.914748137947548,19.047237118776046,12.756538683229186,0.34
25decfa4-d6e0-d757-722e-0f9db423fc2d,,,,2.360515610707898,,,,,
278e797b-f81d-27bc-0ab5-7763b027915a,00:00:07.180000,00:01:59.840000,112.66,2.854093395412304,19.126450909633338,15.68164548833051,10.477164839789305,12.62595511039432,0.34
28b71da8-4c96-556c-6281-c70af25020b6,00:00:07.340000,00:02:00.000000,112.66,2.560602823633234,18.89558638106999,17.509714077658064,12.884067834188588,14.647192938521956,0.32
2b36bb42-2be3-9075-0de9-1cc9d3480a55,00:00:08.340000,00:01:51.500000,103.16,1.8643267455306192,9.421188924726462,7.932741126198176,5.952250834336443,5.769176225020889,0.34
2db31f15-6d47-da79-ab6a-02b55c6d065b,00:00:07.760000,00:02:00.480000,112.72,2.5424879296657514,11.9108243152638,10.372875512882727,8.939086926497502,6.767236741633973,0.32
2e904acd-adbb-900e-bb01-0a4d495ff553,00:00:07.240000,00:01:51.900000,104.66,1.9578036033248007,13.681652036632295,10.608882449817397,6.183997136403043,9.198475072885774,0.34
31f4e1a5-be17-3a37-ee86-1e215ffcb996,00:00:07.520000,00:01:49.900000,102.38,3.0911903712884468,33.55493403568445,31.23190235484343,31.507062886755854,13.606547135456367,0.34
3a82977f-1b44-11d0-04b5-d214deded928,,,,1.9074019021753177,,,,,
3aa57dd8-4d97-a01d-61ff-3139f2f2609b,00:00:07.600000,00:01:39.320000,91.72,2.1494437208923203,19.883724034463587,16.567003092557947,12.283720378696653,12.678127454409996,0.34
3c6f0d0b-57cb-9c6d-ee9d-ca34ed43fa7c,00:00:07.780000,00:02:00.340000,112.56,2.8694369811821656,13.520176746180415,11.503757026203813,9.242360457224978,9.353372495128648,0.34
3dec18f4-e83c-10a4-58d1-a41c58306e19,00:00:07.360000,00:02:01.000000,113.64,3.1215153385481185,26.077670657550268,21.95655499546486,15.572408977823162,15.909177803136293,0.34
4328cccb-5ccb-0f74-37d8-5053dee5d75b,,,,2.7214444046102653,,,,,
46cd682f-1c28-bbef-1e2d-bd54a9ade9c3,00:00:11.600000,00:02:00.380000,108.78,3.1215750207178554,31.644008369382462,27.577223492455346,12.794614146964225,32.03153035614083,0.34
47bf00fa-1f9b-33e1-038b-0e0f19e96d93,,,,2.532184711735906,,,,,
49472968-4242-c1b7-98c2-3a5c60c33d39,00:00:07.580000,00:02:01.020000,113.44,1.8786226670068895,11.874088610656376,10.332284259741586,7.944862958724282,7.638045737644989,0.34
551a3a14-12ed-f489-57f5-3817551bff74,00:00:06.920000,00:01:57.220000,110.3,2.0837167623456354,9.8851533840793,8.859518708547865,7.3180587408593025,6.451037528147579,0.34
55b9d221-9d0d-7576-6461-d88b1293e435,,,,2.0091006052401092,,,,,
58f72607-481f-4cb5-4e92-2f7e5c2b6e73,00:00:07.520000,00:01:56.420000,108.9,2.5279234935640145,20.75219048748493,16.708287689451886,10.686151635549397,14.17118571434243,0.34
5fd385c0-0a1d-5008-39cf-9efbbd6f415a,00:00:07.180000,00:02:00.780000,113.6,2.946007414628641,21.039253124185752,16.446717911094098,9.84641685756543,14.539301262808616,0.34
68cd78ff-286c-e9a3-dcfa-af2063147700,00:00:07.040000,00:01:55.300000,108.26,2.374386783878649,20.511994826001672,19.095253394470745,18.770499610691274,8.766861532206871,0.34
69ae0c07-45dc-1a79-b81a-ddb8a020be3c,,,,2.0274689761826092,,,,,
6cfe2eb8-ea15-b8c9-053c-f6645e2d4e25,00:00:07.240000,00:01:58.480000,111.24,1.9380029533309784,9.105755713174284,7.995824737969418,6.5497049951692095,5.45341001068122,0.34
6fe6188f-9350-28be-5d24-b146f1eb300b,00:00:07.780000,00:02:01.020000,113.24,2.593044029081498,17.561516346897093,15.937404290364587,13.595646227939492,11.59677225957932,0.36
705ea43d-0c54-814c-3d61-64365f99d501,00:00:06.580000,00:01:56.760000,110.18,1.8224145813535664,10.014920017527192,9.283791315582443,8.102001397767221,6.286011470262422,0.32
7406434c-c4d4-8f34-9895-5fb845cb9cb8,00:00:09.140000,00:01:54.500000,105.36,2.155500478793344,17.974430922982798,14.987844707845564,10.29819710572086,11.21925108114525,0.38
77451c9f-ea66-2d70-21ac-c2c97a049b79,00:00:07.380000,00:01:56.220000,108.84,2.936079299546672,29.643754099662058,27.184410454438805,25.00466382801185,14.33025425707658,0.34
77d1745b-a57f-d560-8642-eb1060dd6e1a,00:00:08.220000,00:00:15.480000,7.26,2.5806707960261233,22.124279828124884,20.526232228750047,16.81503056282185,12.715009118368242,0.34
7a5ae780-d9a2-3236-6c5d-813fabdbca9a,00:00:07.600000,00:01:58.620000,111.02,3.0045589472520646,28.12249656501237,24.311709086982013,19.186233796664794,17.155849906090847,0.36
7aebf51e-258a-b204-b1eb-5512df8e8ff9,,,,2.4516999624844025,,,,,
7f95d7ef-2dae-67c7-090a-96c4873abb36,00:00:07.320000,00:01:52.600000,105.28,3.644190070661213,33.58917321583597,28.23536410366932,20.165219116960554,19.46632905810877,0.34
83ee5aa4-f96e-544d-8910-792b9e97f489,00:00:13.000000,00:02:01.020000,108.02,2.5821132649576835,22.62933979278243,19.385629823694746,16.259036924167518,13.245947305541366,0.4
8672e7d3-3fcc-d38c-3e3c-4261bc59e44f,00:00:09.960000,00:01:57.380000,107.42,2.5858953131462186,11.597326817702315,9.963652572914905,7.614611113943172,7.4615648789785745,0.34
8717f492-0383-4421-1ff2-5375e6201edd,00:00:07.620000,00:02:00.300000,112.68,3.2448765505710924,38.242637085920016,34.508412076343284,31.63106144251295,21.176997601569155,0.34
881e7bc9-1dd8-7c3b-9e58-0050948457d8,00:00:07.900000,00:01:45.780000,97.88,3.366301272347844,54.040246165459386,48.20088763460844,41.73496832671826,27.39412307234005,0.34
891551b7-70e2-2032-3ea0-3a3335b15901,,,,1.6473019049196247,,,,,
8da7ce5a-e617-5f5d-0880-00fb96112b2c,00:00:08.020000,00:01:58.340000,110.32,2.5873373826155426,18.091613737178328,15.948710908161715,12.032581779768215,13.81080000587458,0.36
9146d494-bdf6-9f1f-b23e-e66a53fb19a3,,,,2.8494532413692117,,,,,
9197305e-476d-1858-10a4-9658a5333b19,00:00:08.220000,00:02:01.020000,112.8,2.167557521429456,20.622143402585344,18.427876570874652,15.846902462700035,10.792804469187017,0.34
966e0736-08a1-e03c-c4c3-b9d976dc992b,00:00:08.040000,00:01:54.980000,106.94,2.62074947142758,27.16439625260137,24.7466433736479,22.21371112797584,13.641048793630027,0.34
981035ba-8cf0-6c34-97ca-fbd61266e8bf,00:00:10.740000,00:00:51.100000,40.36,2.673959396563656,29.438268234823127,26.969192807966305,24.846159028848486,15.132510197927592,0.34
98ae5c8a-1fed-7d15-a922-9cc2bd9da9e0,00:00:07.980000,00:01:54.840000,106.86,2.5121726541231744,13.277659136004994,11.780501014415115,10.162483686141217,10.20433090176298,0.32
9ecdcced-debc-78df-3ace-7bc5ebbcb084,00:00:07.520000,00:01:58.160000,110.64,2.617206210468542,21.177995791891338,18.950132449474168,17.083750082028857,11.699099420848274,0.4
a6d70b79-d53c-cd6e-f822-cc96c1164d68,,,,1.503357551121462,,,,,
a9f02f46-cc41-1b66-75cf-e79a401874c1,,,,3.0836437045876814,,,,,
aa29f63b-7ab9-5376-c677-d7051cdc684c,00:00:07.260000,00:01:52.680000,105.42,2.539088326428661,21.305468012014178,19.291653652824373,16.972242658129893,10.86062304361467,0.36
b140038b-ab82-7d7f-4710-f235a96dc4a5,00:00:08.340000,00:02:01.020000,112.68,1.6959556170856365,12.32491624454761,10.419855248483168,8.734341268112313,7.291927479000457,0.34
b71de359-9d19-b08d-ba92-85005358b1b9,,,,2.853670091506192,,,,,
bfc2274e-acb2-21af-16d5-6ae9fac1593e,00:00:07.960000,00:01:59.900000,111.94,1.9614010387715903,13.995390552607407,12.383367812637385,10.686759321308413,8.83772508372357,0.34
c32d3e7d-8ee6-0a11-b056-cb501edbfc7e,00:00:07.640000,00:02:01.020000,113.38,1.7550518716860144,9.38285658420034,8.670721871070871,8.325176478725947,5.269240944851148,0.34
cc1ce8ab-eee9-f8fe-177e-6c9721798373,,,,1.6314524468276117,,,,,
cd1ae6f8-b8cf-4a62-48a2-ff2590e4e4df,,,,1.9012316181049929,,,,,
cf163fcc-b07d-4b8c-09c2-bb67dfa35767,,,,2.39644623897127,,,,,
d0c52eca-78e4-1f60-d365-41337c2844a2,00:00:07.420000,00:01:49.660000,102.24,2.394551795174225,20.91884391305781,18.6100527906755,15.5465702281435,10.383828625653418,0.34
d3445962-7716-057f-935c-11a3fb4653a3,,,,1.8595449931411163,,,,,
d6a9af72-ff29-37ab-6c53-142c3cd002ab,00:00:09.220000,00:01:45.200000,95.98,3.0528241688340603,18.433424709372968,15.922773662301655,12.307528779382524,12.661079140926907,0.34
d8f620dc-223e-0b8a-1a9c-c23b46444bbd,,,,2.6080534745174915,,,,,
d90147ba-040d-d805-9ac0-ea1e76ddf6f6,00:00:07.540000,00:01:51.540000,104.0,2.9404434437189777,24.35669250635871,20.14951619020265,14.519182986837725,14.38641042473724,0.34
e0f25cee-1127-b60a-4e29-c275c1358aaa,00:00:07.220000,00:01:57.720000,110.5,2.5452823973045384,23.716467916004518,20.995459183141875,17.281479208508756,12.829360945210894,0.34
e95e41d4-b20c-560b-85df-6c815f20bc49,00:00:07.920000,00:01:54.040000,106.12,2.132348767743649,27.638804301271406,24.280950258760733,21.371031025208143,14.913019187467599,0.36
f03ce18b-d3d9-2639-d0b6-ebca90128a68,00:00:07.520000,00:01:53.600000,106.08,2.7129350425055336,24.794423106442,23.27871952498365,22.09755763535722,9.93594081667851,0.34
f045e08d-53b9-5e26-ad38-107564d919bc,00:00:07.300000,00:01:01.440000,54.14,2.3592064159181363,16.10854840396982,14.158134711127438,12.471987692611533,10.490588280922942,0.32
f20847af-4c00-639e-5484-d705bd7a3437,00:00:07.460000,00:01:43.320000,95.86,2.058459508076794,15.743866000679953,14.488348168999188,12.965574418892754,8.680592202412896,0.36
f9945bf5-e47a-a404-3f45-d6954e78ce2a,00:00:06.980000,00:01:57.640000,110.66,2.2597001649031685,14.238398780952934,13.069679633719385,12.688312034414807,8.511944911675897,0.32
fe0534f2-aaad-2afb-f5ba-79f8c2cc98b2,00:00:12.060000,00:01:50.280000,98.22,2.148136326908469,15.563875855901781,11.200191602490774,6.66186172194244,11.3823501972431,0.66
